CCCCO	2.09e+02	7.50e+02	133.4	119.72528839111328
OCC(C)C	1.90e+02	1.00e+03	102.6	90.36071014404297
CCC(O)C	1.83e+02	1.00e+03	68.53	55.51127624511719
CC[C@H](O)C	1.84e+02	1.00e+00	76.11	86.59431457519531
CC[C@H](O)C	1.84e+02	5.00e+01	76.99	85.17839050292969
CC[C@H](O)C	1.84e+02	1.00e+03	49.12	57.82565689086914
CC[C@@H](O)C	1.84e+02	1.00e+03	69.75	57.82565689086914
CCCCCO	2.20e+02	5.00e+02	147.7	164.56814575195312
CCCCCO	2.20e+02	7.50e+02	141.4	158.28582763671875
CCCC(O)C	2.25e+02	1.00e+02	136.1	155.4752655029297
CCCC(O)C	2.25e+02	2.50e+02	123.0	151.03330993652344
CCCC(O)C	2.25e+02	5.00e+02	128.8	144.10995483398438
OCCC(C)C	1.81e+02	1.00e+03	97.83	79.26766967773438
CCC(O)(C)C	2.89e+02	1.00e+03	242.3	270.76861572265625
CC[C@@H](CO)C	4.50e+02	7.50e+02	238.0	262.6817626953125
CCCCCCO	2.53e+02	2.50e+02	213.6	235.82675170898438
CCCC(CC)O	2.50e+02	7.50e+02	168.1	186.8804473876953
CC(CC(O)C)C	2.08e+02	1.00e+03	73.44	92.94537353515625
CCCC(O)(C)C	1.96e+02	1.00e+00	88.06	107.25045776367188
CCCC(O)(C)C	1.96e+02	5.00e+01	91.18	104.87271881103516
CCCC(O)(C)C	1.96e+02	1.00e+03	69.04	61.337223052978516
CC(C(C)(C)C)O	3.03e+02	1.00e+03	333.3	299.76422119140625
C[C@@H]1CCCC[C@@H]1O	3.05e+02	1.00e+03	343.6	299.5276184082031
C[C@H]1CCCC[C@@H]1O	2.94e+02	1.00e+03	243.7	290.76544189453125
C[C@H]1CCC[C@H](C1)O	2.93e+02	1.00e+00	308.1	270.8109436035156
C[C@H]1CCC[C@H](C1)O	2.93e+02	5.00e+02	298.9	257.71343994140625
C[C@H]1CCC[C@H](C1)O	2.93e+02	7.50e+02	309.9	250.61196899414062
C[C@H]1CCC[C@@H](C1)O	2.97e+02	2.50e+02	298.9	268.3632507324219
OCC1CCCCC1	5.31e+02	7.50e+02	281.5	311.4632568359375
CC1CCCC(C1)O	2.24e+02	1.00e+00	157.0	173.04225158691406
CC1CCCC(C1)O	5.08e+02	1.00e+00	284.3	316.705078125
CC1CCCC(C1)O	2.24e+02	5.00e+01	146.8	171.46575927734375
CC1CCCC(C1)O	5.08e+02	5.00e+01	276.3	314.39874267578125
