CC(C(C)(C)C)C	2.73e+02	1.00e+03	242.9	196.2901153564453
CC(C(C)(C)C)C	2.95e+02	1.00e+03	231.7	204.2209014892578
CCCCCC(C)(C)C	1.85e+02	7.50e+02	194.7	214.32492065429688
CCCCCC(C)(C)C	1.85e+02	1.00e+03	191.6	212.37428283691406
CC(CC(C(C)C)C)C	1.70e+02	1.00e+03	184.3	203.4136199951172
CC1CCC=C1	1.55e+02	1.00e+03	110.0	122.50756072998047
CC(=C)C(C)(C)C	1.88e+02	7.50e+02	153.5	171.7185516357422
CC=CC#C	2.28e+02	5.00e+02	148.1	129.15113830566406
CC=CC#C	2.28e+02	7.50e+02	152.3	128.03744506835938
CC=CC#C	2.53e+02	7.50e+02	148.3	133.30792236328125
CCC#CC(C)C	1.81e+02	1.00e+00	146.1	162.70643615722656
CCC#CC(C)C	1.81e+02	5.00e+01	144.5	162.46383666992188
CCC#CC(C)C	2.19e+02	5.00e+01	155.1	170.82203674316406
CCC#CC(C)C	1.81e+02	1.00e+02	143.3	162.2176971435547
CCC#CC(C)C	2.19e+02	1.00e+02	154.4	170.55043029785156
CCC#CC(C)C	1.81e+02	2.50e+02	141.4	161.47817993164062
CCC#CC(C)C	2.19e+02	2.50e+02	153.2	169.73751831054688
CCC#CC(C)C	1.81e+02	5.00e+02	142.1	160.23619079589844
CCC#CC(C)C	2.19e+02	5.00e+02	152.6	168.35940551757812
CCC#CC(C)C	1.81e+02	7.50e+02	143.5	158.9799346923828
CCC#CC(C)C	1.81e+02	1.00e+03	140.2	157.70668029785156
C[C@@H]1C[C@H](C)C[C@H](C1)C	1.91e+02	1.00e+03	168.9	187.39828491210938
CC1CC(C)CC(C1C1C(C)CC(CC1C)C)C	3.23e+02	1.00e+03	427.1	478.3869323730469
c1ccc2c(cc1)ccc2	3.98e+02	5.00e+02	271.4	243.95370483398438
c1ccc2c(cc1)ccc2	3.98e+02	7.50e+02	280.3	242.47607421875
c1ccc2cccc(cc1)C2	2.95e+02	1.00e+00	207.4	236.1227264404297
c1ccc2cccc(cc1)C2	2.95e+02	5.00e+01	206.6	235.8819122314453
c1ccc2cccc(cc1)C2	2.95e+02	1.00e+02	205.4	235.6473388671875
c1ccc2cccc(cc1)C2	2.95e+02	2.50e+02	200.3	234.96600341796875
c1ccc2cccc(cc1)C2	3.41e+02	2.50e+02	236.2	260.2162170410156
c1ccc2cccc(cc1)C2	2.95e+02	5.00e+02	190.4	233.8771514892578
c1ccc2cccc(cc1)C2	3.41e+02	5.00e+02	230.5	258.7361755371094
c1ccc2cccc(cc1)C2	2.95e+02	7.50e+02	184.7	232.83718872070312
c1ccc2cccc(cc1)C2	3.41e+02	7.50e+02	226.8	257.253173828125
c1ccc2cccc(cc1)C2	2.95e+02	1.00e+03	189.8	231.8381805419922
c1ccc2cccc(cc1)C2	3.41e+02	1.00e+03	226.8	255.76678466796875
C=C(c1ccccc1)c1ccccc1	3.06e+02	1.00e+03	262.0	288.5550537109375
c1ccc2Cc(c1)ccc1c2cccc1	3.39e+02	7.50e+02	282.5	310.8956604003906
c1ccc2Cc(c1)ccc1c2cccc1	3.39e+02	1.00e+03	280.6	309.30859375
CC1CCCC(C1)C(C)C	2.14e+02	1.00e+03	194.3	218.11941528320312
CCCCCCCC(CC)C	2.05e+02	1.00e+03	246.7	272.9369201660156
CCCCCC(c1ccccc1)c1ccccc1	2.86e+02	1.00e+03	358.4	395.1608581542969
CC1CCC(C1)(C)C	1.56e+02	5.00e+02	147.0	162.7908935546875
CC1CCC(C1)(C)C	1.56e+02	7.50e+02	145.0	161.642333984375
CC1CC=CC1	1.37e+02	1.00e+00	112.5	125.1819076538086
CC1CC=CC1	1.37e+02	5.00e+01	110.3	125.0425796508789
CC1CC=CC1	1.37e+02	1.00e+02	108.2	124.9031982421875
CC1CC=CC1	1.78e+02	1.00e+02	122.3	135.00990295410156
CC1CC=CC1	1.37e+02	2.50e+02	103.3	124.49939727783203
CC1CC=CC1	1.78e+02	2.50e+02	119.3	134.35667419433594
CC1CC=CC1	1.37e+02	5.00e+02	98.62	123.86637878417969
CC1CC=CC1	1.78e+02	5.00e+02	116.5	133.26878356933594
CC1CC=CC1	1.37e+02	7.50e+02	96.73	123.27264404296875
CC1CC=CC1	1.78e+02	7.50e+02	115.1	132.18057250976562
CC1CC=CC1	1.37e+02	1.00e+03	95.36	122.7086410522461
CC1CC=CC1	1.78e+02	1.00e+03	113.6	131.09202575683594
CC1CC2CCC(C1)C2	2.69e+02	1.00e+00	202.2	174.64295959472656
CC1CC2CCC(C1)C2	2.69e+02	5.00e+01	202.2	174.0982666015625
CC1CC2CCC(C1)C2	3.08e+02	5.00e+01	220.7	198.3414306640625
CC1CC2CCC(C1)C2	2.69e+02	1.00e+02	202.1	173.74636840820312
CC1CC2CCC(C1)C2	3.08e+02	1.00e+02	220.3	197.6888885498047
CC1CC2CCC(C1)C2	2.69e+02	2.50e+02	200.6	172.89419555664062
CC1CC2CCC(C1)C2	3.08e+02	2.50e+02	218.9	196.6525421142578
CC1CC2CCC(C1)C2	2.69e+02	5.00e+02	196.4	171.56863403320312
CC1CC2CCC(C1)C2	2.69e+02	7.50e+02	193.4	170.26470947265625
CC1CC2CCC(C1)C2	2.69e+02	1.00e+03	195.8	168.95794677734375
CC1CC2CCC(C1)C2	3.08e+02	1.00e+03	214.2	192.0706329345703
CCC(C(CC(C)C)CC)CC(C)C	2.28e+02	1.00e+03	331.2	292.7452697753906
CCCC(C(C)(C)C)(CCC(C)C)C	1.88e+02	7.50e+02	277.5	238.89569091796875
C1CCC(C1)C(C1CCCC1)C1CCCC1	5.56e+02	1.00e+00	612.1	546.478515625
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.03e+02	1.00e+00	649.0	565.2776489257812
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.50e+02	1.00e+00	682.9	578.7421264648438
C1CCC(C1)C(C1CCCC1)C1CCCC1	5.56e+02	5.00e+01	609.6	543.2997436523438
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.03e+02	5.00e+01	645.6	562.1091918945312
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.50e+02	5.00e+01	678.4	575.5686645507812
C1CCC(C1)C(C1CCCC1)C1CCCC1	5.56e+02	1.00e+02	607.3	540.0551147460938
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.03e+02	1.00e+02	642.4	558.8759765625
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.50e+02	1.00e+02	674.2	572.3304443359375
C1CCC(C1)C(C1CCCC1)C1CCCC1	5.56e+02	2.50e+02	602.1	534.1582641601562
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.03e+02	2.50e+02	635.1	549.17626953125
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.50e+02	2.50e+02	664.1	562.6158447265625
C1CCC(C1)C(C1CCCC1)C1CCCC1	5.56e+02	5.00e+02	598.5	532.5105590820312
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.03e+02	5.00e+02	629.8	546.9909057617188
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.50e+02	5.00e+02	656.6	555.99267578125
C1CCC(C1)C(C1CCCC1)C1CCCC1	5.56e+02	7.50e+02	598.6	530.8109741210938
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.03e+02	7.50e+02	630.7	545.2454223632812
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.50e+02	7.50e+02	658.2	554.15771484375
C1CCC(C1)C(C1CCCC1)C1CCCC1	5.56e+02	1.00e+03	597.9	529.111328125
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.03e+02	1.00e+03	631.6	543.4959106445312
C1CCC(C1)C(C1CCCC1)C1CCCC1	6.50e+02	1.00e+03	661.4	552.2867431640625
CC1(CC(C2C1CCCC2)(C)C)C1CCCCC1	2.75e+02	1.00e+00	362.1	425.1449279785156
CC1(CC(C2C1CCCC2)(C)C)C1CCCCC1	2.75e+02	5.00e+01	375.8	424.8149108886719
CC1(CC(C2C1CCCC2)(C)C)C1CCCCC1	2.75e+02	5.00e+02	366.6	421.89801025390625
CC1(CC(C2C1CCCC2)(C)C)C1CCCCC1	2.75e+02	7.50e+02	323.4	420.270263671875
CC1(CC(C2C1CCCC2)(C)C)C1CCCCC1	3.29e+02	7.50e+02	412.8	462.7200927734375
CC1(CC(C2C1CCCC2)(C)C)C1CCCCC1	2.75e+02	1.00e+03	326.6	418.6326904296875
CC1(CC(C2C1CCCC2)(C)C)C1CCCCC1	3.29e+02	1.00e+03	413.8	460.9508056640625
CCCCCCC#CC=C	2.78e+02	1.00e+00	242.3	268.8681640625
CCCCCCC#CC=C	3.19e+02	1.00e+00	259.4	288.45965576171875
CCCCCCC#CC=C	4.01e+02	1.00e+00	297.3	327.80780029296875
CCCCCCC#CC=C	2.78e+02	5.00e+01	241.8	268.45086669921875
CCCCCCC#CC=C	3.19e+02	5.00e+01	259.1	287.5478820800781
CCCCCCC#CC=C	2.78e+02	1.00e+02	241.3	268.0934753417969
CCCCCCC#CC=C	3.19e+02	1.00e+02	258.8	287.0211486816406
CCCCCCC#CC=C	2.78e+02	2.50e+02	239.8	267.08026123046875
CCCCCCC#CC=C	3.19e+02	2.50e+02	257.6	285.74151611328125
CCCCCCC#CC=C	2.78e+02	5.00e+02	238.2	265.40216064453125
CCCCCCC#CC=C	3.19e+02	5.00e+02	255.4	283.7572326660156
CCCCCCC#CC=C	4.01e+02	5.00e+02	290.1	319.62115478515625
CCCCCCC#CC=C	2.78e+02	7.50e+02	238.2	263.723388671875
CCCCCCC#CC=C	3.19e+02	7.50e+02	254.1	282.0420227050781
CCCCCCC#CC=C	4.01e+02	7.50e+02	287.7	318.0301513671875
CCCCCCC#CC=C	3.19e+02	1.00e+03	254.1	280.30047607421875
CCCCCCC#CC=C	4.01e+02	1.00e+03	285.8	316.4397888183594
CCCCCCC#CC=C	4.41e+02	1.00e+03	301.8	332.80865478515625
CC(c1ccc2c(c1)CCCC2)C	3.11e+02	7.50e+02	334.2	300.31451416015625
c1ccc2Cc(c1)cc1c(c2)cccc1	3.39e+02	1.00e+03	278.0	309.30859375
c1cc2CCc3ccc(CCc(c1)c2)cc3	4.95e+02	1.00e+00	444.6	397.5618591308594
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.34e+02	1.00e+00	468.2	408.3318176269531
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.73e+02	1.00e+00	490.1	421.8636169433594
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.11e+02	1.00e+00	509.9	433.1331787109375
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.50e+02	1.00e+00	529.1	439.4627685546875
c1cc2CCc3ccc(CCc(c1)c2)cc3	4.95e+02	5.00e+01	444.1	397.4416809082031
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.34e+02	5.00e+01	467.4	408.12274169921875
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.73e+02	5.00e+01	488.5	418.88836669921875
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.11e+02	5.00e+01	507.2	430.1780090332031
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.50e+02	5.00e+01	525.0	436.5594787597656
c1cc2CCc3ccc(CCc(c1)c2)cc3	4.95e+02	1.00e+02	443.6	397.3189697265625
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.34e+02	1.00e+02	466.5	408.0047912597656
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.73e+02	1.00e+02	487.0	417.84088134765625
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.50e+02	1.00e+02	521.4	433.59649658203125
c1cc2CCc3ccc(CCc(c1)c2)cc3	4.95e+02	2.50e+02	442.1	396.8161926269531
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.34e+02	2.50e+02	464.2	407.60809326171875
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.73e+02	2.50e+02	483.4	417.52142333984375
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.11e+02	2.50e+02	499.6	425.1645812988281
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.50e+02	2.50e+02	514.1	427.9380798339844
c1cc2CCc3ccc(CCc(c1)c2)cc3	4.95e+02	5.00e+02	440.1	395.77642822265625
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.34e+02	5.00e+02	461.1	406.5968017578125
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.73e+02	5.00e+02	479.9	416.58837890625
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.11e+02	5.00e+02	496.4	424.42218017578125
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.50e+02	5.00e+02	511.8	427.52978515625
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.34e+02	7.50e+02	458.8	405.5741271972656
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.73e+02	7.50e+02	478.3	415.59149169921875
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.11e+02	7.50e+02	496.7	423.48870849609375
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.50e+02	7.50e+02	515.6	426.75994873046875
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.34e+02	1.00e+03	456.9	404.5511169433594
c1cc2CCc3ccc(CCc(c1)c2)cc3	5.73e+02	1.00e+03	476.4	414.5936584472656
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.11e+02	1.00e+03	495.4	422.5531311035156
c1cc2CCc3ccc(CCc(c1)c2)cc3	6.50e+02	1.00e+03	515.5	425.9837646484375
CCCCCC#CCCC	2.82e+02	1.00e+00	238.9	273.9260559082031
CCCCCC#CCCC	3.20e+02	1.00e+00	256.9	289.9818115234375
CCCCCC#CCCC	3.58e+02	1.00e+00	276.4	310.99688720703125
CCCCCC#CCCC	3.96e+02	1.00e+00	297.2	331.8255310058594
CCCCCC#CCCC	4.34e+02	1.00e+00	319.1	353.59033203125
CCCCCC#CCCC	2.82e+02	5.00e+01	239.0	273.3145751953125
CCCCCC#CCCC	3.20e+02	5.00e+01	256.8	288.7131042480469
CCCCCC#CCCC	3.58e+02	5.00e+01	275.9	308.9958190917969
CCCCCC#CCCC	3.96e+02	5.00e+01	295.9	329.8946838378906
CCCCCC#CCCC	4.34e+02	5.00e+01	316.6	351.0478820800781
CCCCCC#CCCC	2.82e+02	1.00e+02	238.9	272.8392639160156
CCCCCC#CCCC	3.20e+02	1.00e+02	256.7	288.21759033203125
CCCCCC#CCCC	3.58e+02	1.00e+02	275.3	307.3700866699219
CCCCCC#CCCC	3.96e+02	1.00e+02	294.6	327.9210205078125
CCCCCC#CCCC	4.34e+02	1.00e+02	314.3	349.19921875
CCCCCC#CCCC	4.72e+02	1.00e+02	334.2	368.00640869140625
CCCCCC#CCCC	2.82e+02	2.50e+02	237.8	271.79998779296875
CCCCCC#CCCC	3.20e+02	2.50e+02	255.5	287.42510986328125
