CCCCCO	4.70e+02	1.00e+00	-33.43	-35.44666290283203
CC(C(C)C)O	4.21e+02	1.00e+00	-31.73	-33.879737854003906
CC(C(C)C)O	4.50e+02	1.00e+00	-28.62	-31.52483367919922
CC(C(C)C)O	4.21e+02	5.00e+01	-32.44	-34.32773208618164
CC(C(C)C)O	4.50e+02	5.00e+01	-29.74	-31.896371841430664
CC(C(C)C)O	4.21e+02	1.00e+02	-32.84	-34.78215026855469
CC(C(C)C)O	4.50e+02	1.00e+02	-30.23	-32.29110336303711
CC(C(C)C)O	4.21e+02	2.50e+02	-34.22	-36.13005828857422
CC(C(C)C)O	4.50e+02	2.50e+02	-31.83	-33.65203857421875
CC(C(C)C)O	4.21e+02	5.00e+02	-35.9	-37.80512237548828
CC(C(C)C)O	4.50e+02	5.00e+02	-33.31	-35.69928741455078
CC(C(C)C)O	4.50e+02	7.50e+02	-34.8	-36.756134033203125
CCC(O)(C)C	4.35e+02	1.00e+00	-28.34	-31.249502182006836
CCC(O)(C)C	4.35e+02	5.00e+01	-29.08	-31.556364059448242
CCC(O)(C)C	4.14e+02	1.00e+02	-31.68	-33.26492691040039
CCC(O)(C)C	4.35e+02	1.00e+02	-29.79	-31.864717483520508
CCC(O)(C)C	4.35e+02	2.50e+02	-31.24	-32.812660217285156
CCC(O)(C)C	4.35e+02	5.00e+02	-32.96	-34.63729476928711
CCC[C@H](O)C	4.50e+02	1.00e+00	-31.61	-33.487030029296875
CCCC(CC)O	4.63e+02	1.00e+00	-32.18	-34.50503921508789
CCCC(CC)O	4.63e+02	5.00e+01	-33.02	-34.95974349975586
CCCC(CC)O	4.63e+02	1.00e+02	-33.67	-35.39497375488281
CCCC(O)(C)C	1.96e+02	1.00e+00	-57.76	-61.08755111694336
CCCC(O)(C)C	4.48e+02	1.00e+00	-31.31	-33.25188446044922
CCCC(O)(C)C	1.96e+02	5.00e+01	-58.15	-61.24687957763672
CCCC(O)(C)C	4.48e+02	5.00e+01	-32.08	-33.72294235229492
CCCC(O)(C)C	1.96e+02	2.50e+02	-58.07	-61.89750289916992
CCCC(O)(C)C	1.96e+02	7.50e+02	-57.87	-63.526023864746094
CCCC(O)(C)C	1.96e+02	1.00e+03	-58.46	-64.34121704101562
C[C@@H]1CCCC[C@@H]1O	4.11e+02	1.00e+00	-39.63	-41.813228607177734
C[C@@H]1CCCC[C@@H]1O	4.38e+02	1.00e+00	-37.31	-39.783172607421875
C[C@@H]1CCCC[C@@H]1O	4.64e+02	1.00e+00	-35.42	-37.79157638549805
C[C@@H]1CCCC[C@@H]1O	4.91e+02	1.00e+00	-32.94	-35.438968658447266
C[C@@H]1CCCC[C@@H]1O	4.38e+02	5.00e+01	-38.22	-40.259830474853516
C[C@@H]1CCCC[C@@H]1O	4.64e+02	5.00e+01	-35.82	-38.30256652832031
C[C@@H]1CCCC[C@@H]1O	4.91e+02	5.00e+01	-33.6	-36.19211196899414
C[C@@H]1CCCC[C@@H]1O	4.38e+02	1.00e+02	-38.44	-40.741355895996094
C[C@@H]1CCCC[C@@H]1O	4.64e+02	1.00e+02	-36.28	-38.793800354003906
C[C@@H]1CCCC[C@@H]1O	4.91e+02	1.00e+02	-34.08	-36.751285552978516
