SMILES	tc
C=CC1CCC(CC1)C	638
CCCC(=C)CC(C)C	581
CCC(=C)CCC(C)C	591
CC[C@@H]([C@@H](C(C)C)C)C	590
CC[C@H]([C@@H](C(C)C)C)C	590
C[C@@H]1CCCCC[C@H]1C	640
CCC(=CC)C(C)(C)C	594
CCC1(C)CCC=CC1	630
C=CC1CC2CC1CC2	641
CCC=CC(=CCC)C	603
CCC1CCCC(=C1)C	620
CCC1=CCCC(C1)C	620
CCC1=CCC(CC1)C	620
CCC1=C(C)CCCC1	631
C1=CCC2C(C1)C=CC2	685
C1C[C@@H]2[C@H](C1)C=CC=C2	647
C=CC#CC=C(C=C)C	631
CCC(=C(C)C)C(C)C	580
CCC1=CC(CCC1)C	616
CC1CCC(C1C)(C)C	597
CC12CCCC2CCC1	640
CC[C@@H]1CC[C@@H](CC1)C	624
CC1(C)CCC(C1)(C)C	594
CC1=CC2CCC1CC2	665
CC1CC2CCC1C=C2	649
CC1CC(C(C1)(C)C)C	582
C1CCC2=C(C1)CCC2	658
CC[C@@H]1CCC[C@@H](C1)C	621
CC[C@@H]1CCCC[C@@H]1C	634
CC[C@@H]1CC[C@@H](C1)CC	605
CC[C@H]1CC[C@@H]([C@@H]1C)C	594
CCCCC=CCCC	595
CC=C1CCCCC1C	623
C=CC1=C(C)CCCC1	636
CC=C(C#CC(=C)C)C	647
CC=C1CCC(CC1)C	623
CCCC1CCC(=C1)C	614
C[C@H]1CC[C@H]2C[C@@H]1CC2	643
CCC(C(=C)C(C)C)C	576
C=CCC1=CCCCC1	645
CCCC(=C)C=C(C)C	581
CC=CC1=CCCCC1	635
CCC(=CC(=C)CC)C	590
C[C@@H]1[C@H]2CCC[C@@H]1CC2	652
CCCCCCC=CC	598
CCCCCC=CCC	596
CCC=CC1=CCCC1	626
CCCCC(=C)C(=C)C	593
CC=C1CCCC(C1)C	623
C[C@@H]1C[C@H]2CC[C@@H](C1)C2	634
C[C@@H]1[C@@H]2CC[C@H]([C@@H]1C)C2	621
CC(=C)C1=CCCCC1	630
CC[C@H]1C[C@H](C[C@H]1C)C	597
CCC[C@H]1CCC[C@H]1C	605
C=C1CC2CCC1CC2	675
CC[C@@H]1CC[C@H](CC1)C	619
CC1(C)CC2CC1CC2	615
CC1C2CCC1(C)CC2	624
C[C@@H]1C[C@@H]2CC[C@H](C1)C2	634
CC[C@@H]1CCCC[C@H]1C	628
CC(CC1CCC=C1)C	609
CC1(C)C2CCC1CC2	628
C=CC1CC2CC1C=C2	634
CC1C2CCC(C1C)C2	621
C[C@@H]1CC[C@H]2C[C@@H]1CC2	643
CC[C@H]1CCC[C@@H](C1)C	621
CC12CCC(C2)(CC1)C	646
C[C@@H]1C[C@H]2C[C@]1(C)CC2	615
C[C@@H]1C[C@H]2C[C@@H]1CCC2	643
C[C@H]1C[C@@]2(C[C@H]1CC2)C	611
CC1=C(C)C(CC1)(C)C	602
CC(C1CC=CC=C1)C	618
CC1[C@H](C)CCC[C@H]1C	616
CC(=C)C(C(=C)C)(C)C	601
CC1(C)C=CC(C1)(C)C	591
CC=C(C(C)C)C(C)C	595
CC1=CC=CC=CC=C1	650
C[C@@H]1[C@H](C)CCC[C@@H]1C	616
CC1CC(=CC(=C1)C)C	627
C=CC(=C)CC(C)(C)C	568
CCC[C@@H]1CCC[C@H]1C	605
CCC1=C(C)CCC1C	618
C[C@@H]1CCC([C@@H]1C)(C)C	597
CC=CC(=C)C(C)(C)C	571
CCC1(C)CC=CC=C1	627
C[C@@H]1CC(C[C@@H]1C)(C)C	597
CCC[C@H]1CC[C@@H](C1)C	605
CCC1=CC=C(CC1)C	597
C[C@@H]1C[C@@H]2CC[C@H]1C=C2	649
CC1CCC(C1)C(C)C	614
CC=C1CC2CC1C=C2	645
C[C@@H]1[C@@H](C)CCC[C@H]1C	608
CC1(C)C=C2CC1CC2	619
C[C@H]1C[C@@H]2CC[C@H]1C=C2	649
CC1(C)C2CCC1C=C2	630
CC(C(=C)C(C)(C)C)C	583
CC(C1CCCC1C)C	593
CC1=C(C)C2CC1CC2	665
CC1(C)CC2CC1C=C2	617
C#CC=C1CCC=CC1	640
C[C@@H]1CC[C@@H]([C@@H](C1)C)C	608
C=C1CCCC(C1)(C)C	610
C[C@H]1CC[C@@H]([C@H](C1)C)C	606
C[C@@H]1CC[C@H]([C@H](C1)C)C	602
CC1CCC(C(=C)C1)C	608
C[C@@H]1C[C@@]2(C[C@H]1CC2)C	611
C[C@H]1CC[C@H]([C@@H](C1)C)C	610
C=C1[C@H](C)CCC[C@H]1C	571
CC1=CC[C@@H]([C@@H](C1)C)C	614
C[C@H]1C[C@@H](C)C=C(C1)C	607
C=CC=C1CCC=CC1	631
C[C@H]1C[C@H]2C[C@]1(C)CC2	615
C[C@H]1CC(C[C@@H]1C)(C)C	573
CC1=CC[C@@H]([C@H](C1)C)C	616
CC1CC(C)CC(=C)C1	597
CC1=CC(CC1)C(C)C	603
CC1CCC(=C1)C(C)C	599
C[C@@H]1C[C@H](C)C[C@H](C1)C	602
CC(=C)C1CCCC1C	602
CCC(=C1C=CC=C1)C	668
C=CCC1(C)CCCC1	602
C[C@@H]1C[C@H](C(C1)(C)C)C	603
C[C@H]1C[C@H](C(C1)(C)C)C	584
CC1=CC[C@H](C1)C(C)C	603
CC1CC(=CC(=C)C1)C	623
C[C@H]1[C@H](C)CC=C[C@@H]1C	610
C[C@@H]1[C@@H](C)CC=C[C@@H]1C	616
C[C@H]1[C@@H](C)CC=C[C@H]1C	618
C[C@@H]1CC[C@@H](C1)C(C)C	593
C[C@@H]1C[C@H](C)C[C@@H](C1)C	597
C[C@@H]1C2CCC([C@H]1C)C2	621
C/C=C\1/CC2CC1C=C2	644
CC(=C1CCCC1C)C	618
C[C@@H]1[C@H]2CC[C@@H]([C@@H]1C)C2	621
CC(=C)C1=C(C)CCC1	629
CC[C@@H]1C[C@@H](C[C@H]1C)C	594
CCC(C1(C)CC1)(C)C	595
CC(CC1CC1(C)C)C	574
CC[C@@H]1C[C@H](C[C@@H]1C)C	604
CC1=CC(=CC1)C(C)C	628
CC1=CCC(=C1)C(C)C	618
CC[C@@H]1C[C@H](C[C@H]1C)C	597
CC(=C)[C@@H]1CCC[C@H]1C	626
C[C@@H]1C[C@@H]([C@H]([C@@H]1C)C)C	596
C[C@H]1C[C@@H]([C@H]([C@H]1C)C)C	606
C=C1C=CC(C=C1)(C)C	620
C[C@@H]1C[C@@H]([C@@H]([C@@H]1C)C)C	616
C[C@@H]1C[C@@H]([C@H]([C@H]1C)C)C	587
C[C@@H]1C[C@H]2[C@@H](C1)CCC2	633
C[C@@H]1CC[C@H]2[C@@H]1CCC2	642
CC(=C)CC1CC1(C)C	595
CC(=CC1CC1(C)C)C	587
C[C@H]1CC[C@H]2[C@@H]1CCC2	642
C[C@@H]1C[C@@H]2[C@H](C1)CCC2	633
CCCCCCCCCC	618
c1ccc2c(cc1)ccc2	787
CCCCCC=CCCC	619
CCCCC=CCCCC	618
CCCCCCC#CCC	638
CCCCCC#CCCC	645
CCCCCCCC=CC	614
CCCCCCC=CCC	623
CCCCCCCCC#C	631
CCCCC#CCCCC	641
CCCCCCCCC=C	616
C1CCCCC#CCCC1	726
C1CCCCCCCCC1	709
CCCCc1ccccc1	660
CCCCC(CCC)CC	607
CCCCCC(CC)CC	617
CCCCC/C=C/CCC	619
CCCC/C=C/CCCC	620
CCCC/C=C\CCCC	619
CCCCCC=CCC=C	624
CCCCCC/C=C/CC	620
CCCCCCC#CC=C	664
CCCCCC/C=C\CC	620
C=CCCCCCCC=C	614
CCCCCCC(CC)C	614
CCCCCCCC(C)C	602
CCCCC(CCCC)C	604
CCCCCC(CCC)C	596
CCCCCCC/C=C/C	623
CCCCC/C=C\CCC	619
CCCCCCC/C=C\C	624
CCCC(CCC)CCC	609
CCCCC1CCCCC1	653
CCCCC(C=CC)CC	610
C1CCCCC=CCCC1	704
C1CCC2(CC1)CCCC2	687
CCCCC(=CCC)CC	606
C1CCC2C(CC1)CCC2	649
C1CCCCC=CCCC1	679
CCC1CCCCCCC1	681
CCCCCC(=CC)CC	615
CCCCCCC1CCC1	630
C1CC(C1)c1ccccc1	693
CCCC(CC)(CC)CC	624
CC1CCCCCCCC1	674
C=CCCCCCC(C)C	600
CCC(C(CC)CC)CC	606
CCCCCCC=C(C)C	611
CCCC=CCCC(C)C	609
CC(c1ccccc1)(C)C	648
CCCC#CCCC(C)C	634
CCCCCC=CC(C)C	606
CCCCCCCC(=C)C	610
CCCCC(=CCCC)C	609
Cc1cccc2c1C=CC2	716
CCCCCCC(C)(C)C	597
CCc1ccccc1CC	659
CCCCC(C(CC)C)C	612
CCCC(CC(CC)C)C	604
CCCCC(CCC)(C)C	606
CCCCC(CC(C)C)C	596
CCCC(C(CCC)C)C	608
CCc1ccc(cc1)CC	658
CCC(CCC(CC)C)C	607
CCCCCC1CCCC1	647
CCCC(=CCC)CCC	621
CC(CCCCC(C)C)C	605
CCCC(CCC(C)C)C	600
CCCC(C=CC)CCC	619
CCCCCC(C(C)C)C	611
CCC(CCCC(C)C)C	604
CCCCCC(CC)(C)C	611
CCCC1CCCCCC1	661
CC1=CCc2c1cccc2	722
CC1=Cc2c(C1)cccc2	715
CC1C=Cc2c1cccc2	709
CCc1cccc(c1)CC	654
CCCCCC(=C)CCC	613
C1CCC2(C=C1)CCCC2	688
CCC(c1ccccc1)C	652
CCCCCC/C=C\C#C	653
CCCCCC[C@H](CC)C	611
CCCCCC[C@@H](CC)C	611
CCCCCC/C=C/C#C	654
C=Cc1cccc(c1)C=C	700
C=Cc1ccccc1C=C	740
C1CC[C@@H]2[C@H](CC1)CCC2	691
C1CCC2C(C1)CCCC2	645
CCC(=C(CC)CC)CC	608
C1CC2CCCC(C1)CC2	697
C=Cc1ccc(cc1)C=C	703
C#Cc1cccc(c1)C#C	743
C#Cc1ccccc1C#C	728
CCCCC1=CCCCC1	649
CCCCC=CC(C)(C)C	624
C=CC(CCCC(C)C)C	606
CCCC(=CCC(C)C)C	601
CCCC=C(CC(C)C)C	602
CCCC=CC(=CC)CC	627
CCCCC(CC=C)(C)C	594
CCC(CCCC(=C)C)C	613
C=CCCCCC(C)(C)C	593
CC(CCCC=C(C)C)C	607
CC(CC=CCC(C)C)C	607
CCCCC=C(C(C)C)C	614
C1CCC(C1)C1CCCC1	690
CC=C(CCCC(C)C)C	610
CC(C1CCCCC1)(C)C	652
CCC(CCC=C(C)C)C	615
CCCCCC(=C(C)C)C	623
CCCCC#CC(C)(C)C	609
CC(CC#CCC(C)C)C	622
C1=Cc2c(CC1)cccc2	727
CCCCC#CC(=CC)C	649
CCCC(C(C)C)CCC	606
C1=C[C@H]2[C@@H](C1)[C@H]1C=C[C@@H]2C1	694
C=C[C@H](c1ccccc1)C	644
CC=CCc1ccccc1	655
CCC(CCC(C)C)(C)C	602
CCC(CC(CC)(C)C)C	610
CCC1(CC)CCCCC1	660
CCCC(CC(C)C)(C)C	599
CCCC(C(C(C)C)C)C	609
CCCCC(C(C)(C)C)C	618
CCC(C(C(CC)C)C)C	615
C1CC[C@H]2[C@H](CC1)CCC2	649
CCCCC#CCC(=C)C	622
CCCC(C(CC)(C)C)C	622
CCC(C(CC(C)C)C)C	602
CCC=Cc1ccccc1	693
C#CCCc1ccccc1	677
CC=C(c1ccccc1)C	680
CC#CCc1ccccc1	683
CCC#Cc1ccccc1	713
CCC1CCCC(C1)CC	648
CCC1CCC(CC1)CC	664
CCC(CC(C(C)C)C)C	602
CCCCC=CC(=CC)C	625
CCCC(CC(C)(C)C)C	598
CC(CC(C)C)CC(C)C	590
CCCCC(C(C)C)(C)C	615
CC(CCCC(C)(C)C)C	593
CC(CCC(C(C)C)C)C	604
CCC1CCCCC1CC	654
C1=CCc2c(C1)cccc2	724
C=CCCc1ccccc1	678
CCC(=C)c1ccccc1	668
C=C1CCCCCCCC1	655
CCC(CCC(C)(C)C)C	603
CCCC(C(CC)C)(C)C	622
CCC(CCC(C)C)CC	613
CCCCC(CC)(CC)C	618
CCC(C1CCCCC1)C	668
CC1CCCCCCC1C	660
CCCC(CCC)(CC)C	618
CCCCCC1=CCCC1	646
CCCC(=CCC)C=CC	627
CCCC(CC=C)CC=C	603
CCCCC(C(C)C)CC	612
CCC(CC(CC)CC)C	607
CC(Cc1ccccc1)C	650
CCCC(C(CC)C)CC	616
CCCC(C(CC)CC)C	616
CCCC(CC(C)C)CC	603
C=CC=CC=CC=CC=C	645
CCCc1ccccc1C	661
CCCc1ccc(cc1)C	657
CCc1ccc(cc1)C=C	675
CCc1cccc(c1)C=C	678
CCCc1cccc(c1)C	655
CCc1ccc(cc1)C#C	710
C1CCC2C(C1)CCCC2	702
C=Cc1ccccc1CC	684
CCC(C(CC)(C)C)(C)C	642
CCC1CC=CC(C1)CC	634
CCCCC(C(=C)C)(C)C	614
CCC(CC(C)(C)C)(C)C	603
CC(CC(C(C)C)(C)C)C	608
CC(CC(=CC(C)C)C)C	589
CCC(C(C(C)(C)C)C)C	619
CC(=C)CCCC(C)(C)C	600
CCC(=CC)C(=CC)CC	601
CCC(C(C(C)C)(C)C)C	632
CC(C(C(C)C)C)C(C)C	613
CCC1=C(CC)CCCC1	641
CCCC(C1CCCC1)C	656
CCC(=CC(CC)(C)C)C	616
CC(CCC(=C(C)C)C)C	617
CCCC(C=C(C)C)(C)C	609
CCC(CC=C(C)C)(C)C	611
CC(CC(C(C)(C)C)C)C	602
CCC(C1CCCC1)CC	657
CCCC(C(C)(C)C)(C)C	623
CC(CCC(C)(C)C)(C)C	581
CC(CC(CC(=C)C)C)C	600
C=CCC(CC(C)C)(C)C	604
CC=C(CC(CC)(C)C)C	618
CCC(C(C(C)C)C)(C)C	626
CC(C(CC(C)(C)C)C)C	599
CCC(C=CC(C)C)(C)C	597
CCC1CCCC(=C1)CC	639
CCCC=C(C=C(C)C)C	607
CCC(=CCC=C(C)C)C	620
C=CC(CCC=C(C)C)C	604
CC=C(C=CCC(C)C)C	620
CCC(CC(C)C)(CC)C	613
Cc1cc(C)c(c(c1)C)C	679
CCC(C(C(C)C)C)CC	615
CC[C@@H]1CCC[C@@H](C1)CC	635
CCC[C@H]([C@H](CCC)C)C	612
CC(C1CCC=CC1)(C)C	646
CC(C1=CCCCC1)(C)C	648
C1CC1Cc1ccccc1	768
Cc1c(C)ccc(c1C)C	691
CCC1=CCCCCCC1	642
CC[C@@H]1CC[C@@H](CC1)CC	635
C=Cc1ccc(cc1)C#C	760
C1CCC2C(C1)CCCC2	687
C=CCCC(CC=C)(C)C	589
CCC=C(C=CC(C)C)C	615
CCC(C(CC)(CC)C)C	615
CCCC(C(C)(C)C)CC	609
CCC(C(C)C)CC(C)C	602
CC[C@@H]1CCCC[C@@H]1CC	635
CC(=CCCC=C(C)C)C	628
CCC(CC(C)(C)C)CC	598
CC(C1CCCC=C1)(C)C	646
CCC#CC(CC)(CC)C	629
CC=CC(C(C=CC)C)C	599
CCC(C=CC(CC)C)C	591
C=C[C@@H](CCCC(C)C)C	596
CC[C@H](CCC=C(C)C)C	613
Cc1cc(C)c(cc1C)C	676
C#CCCC1CCCCC1	653
CCC=C(CCC(=C)C)C	613
CC=C(CCC=C(C)C)C	618
CCCC(C(C)C)(CC)C	607
CCC(C(CC)(C)C)CC	615
CCC(C(CC)C)C(C)C	615
C=CC#Cc1ccccc1	733
CCc1cc(C)ccc1C	661
CCc1ccc(cc1C)C	663
CC1C(C)CCCCC1C	622
CC(CCC1CCCC1)C	638
CC(CC1CCCCC1)C	603
CC1CCC2C1CCCC2	670
C/C=C/Cc1ccccc1	669
CC/C=C\c1ccccc1	677
C/C=C(\c1ccccc1)/C	661
CC/C=C/c1ccccc1	693
CCc1cccc(c1C)C	676
CC1CCCCCC1(C)C	654
CCc1cc(C)cc(c1)C	655
C1CC=CCCCC=CC1	642
CCc1c(C)cccc1C	671
CC1CCCC(CC1)(C)C	621
CCc1ccc(c(c1)C)C	665
C=CC(=C)c1ccccc1	690
C/C=C(/c1ccccc1)\C	690
C=CC=Cc1ccccc1	690
C#CC=Cc1ccccc1	751
CCC(C(C)C)(CC)CC	611
C1CC=C(C1)C1CCCC1	689
CCCC1CCCCC1C	650
CC1(CC1)c1ccccc1	666
CCCC1(C)CCCCC1	653
CC[C@H](c1ccccc1)C	656
CCC1CCC(CC1)CC	635
CCC(C(C(=C)C)(C)C)C	628
C=CCC(C(C)(C)C)(C)C	627
CCCCC1CCC(C1)C	626
CC(=CC(C)(C)C)C(C)C	620
CC=CC(C(C)(C)C)(C)C	620
CC1CC1c1ccccc1	685
CC(=C(CC(C)(C)C)C)C	608
CC(=CC(C(C)C)(C)C)C	616
CCC(C(=C(C)C)C)(C)C	623
CCC(=C(C(C)(C)C)C)C	617
CC(C(C)(C)C)C(C)(C)C	627
CC(=C)CC(C(C)C)(C)C	621
CC#CC(C(C)(C)C)(C)C	655
CC12CCCC(C2)CCC1	672
CC(CC(C(=C)C)(C)C)C	608
CCC[C@@H]1CCC[C@H]1CC	626
CC[C@@H]1CCC[C@H](C1)CC	635
CC[C@@H]1CCCC[C@H]1CC	635
CC(C#CC(C)(C)C)(C)C	573
CC(C(C(C)(C)C)(C)C)C	639
CC=C(C(C(C)C)(C)C)C	627
C[C@@]12CCCC[C@H]2CCC1	675
CC(C=CC(C)(C)C)(C)C	628
CCC(C(C(=C)C)C)(C)C	622
CC(=C)C(CC(C)(C)C)C	597
CC=C(C(C(C)(C)C)C)C	612
CCCC1CCC(CC1)C	648
CCCC1CCCC(C1)C	643
C1CCC(C1)C1CCC=C1	685
CC(=CC(C(C)(C)C)C)C	591
CC=C(C=CC=C(C)C)C	650
CCC(C(C(=C)C)C)CC	613
C=Cc1cc(C)ccc1C	680
C=Cc1cc(C)cc(c1)C	676
CC=C(C(CC)(CC)C)C	632
C1CCc2c(C1)cccc2	720
C=Cc1ccc(c(c1)C)C	682
C=Cc1c(C)cccc1C	667
CCC(=CC(C)(C)C)CC	603
C=Cc1ccc(cc1C)C	684
C#Cc1ccc(cc1C)C	713
Cc1ccccc1C1CC1	699
C=CC(CC=C(C)C)(C)C	593
CC1=CCC(CCC1)(C)C	643
CCC(C(C)(C)C)(CC)C	626
CC1CC(C)C(C(C1)C)C	638
CCC(C(C)(C)C)C(C)C	617
CC1CCc2c1cccc2	696
Cc1cccc2c1CCC2	707
CC1CC2C(C1)CC(C2)C	629
CC(=C1CCCCCC1)C	666
CCC(=C(C(=CC)C)C)C	605
CC1C(C)CCC(C1C)C	650
CC1CC(C)C(CC1C)C	635
CCC(C(C)C)(C(C)C)C	639
CCC1C=CC=C(C1)CC	655
CCCC(C(C)C)C(C)C	610
CC(C1CCC1C(C)C)C	600
Cc1ccc2c(c1)CCC2	700
CC1Cc2c(C1)cccc2	689
C1CC2C(C1)C1CC2CC1	684
CCC1=CC(=CCC1)CC	652
C=CCC(C(C)C)CC=C	598
CC1(C)CCC(CC1)(C)C	632
CC1CCC(CC1C)(C)C	628
CC(C1=CCCCCC1)C	651
Cc1ccc(cc1)C(C)C	651
C/C=C/CC1CCCCC1	643
CCCCC1=C(C)CCC1	631
C[C@@H]1CCCCCC[C@@H]1C	660
CCC(C=CC=C)(CC)C	614
CC(=C)Cc1ccccc1	663
CC(=Cc1ccccc1)C	680
CCC1CC(C)CC(C1)C	627
CC(=C)C(C(C)(C)C)(C)C	635
C1C[C@@H]2[C@H](C1)[C@@H]1C[C@H]2CC1	676
C=CCCC1=CCCCC1	643
CC1=C(C)CCCCCC1	673
CC(c1ccccc1C)C	657
CCCC1=CCC(CC1)C	639
C/C=C(\CCC=C(C)C)/C	617
CCC1(C)CCCC(C1)C	634
CCCC1=C(C)CCCC1	648
C=CCCC1CCCC=C1	612
Cc1cccc(c1)C(C)C	652
C/C=C(/CCC=C(C)C)\C	621
C[C@@H]1CCCCCC[C@H]1C	672
CCCC1=CCCC(C1)C	638
CCC(=C)C=CCC(C)C	610
CCC(=CC(=CC)CC)C	599
CCCCC(=C)C=C(C)C	597
CCCC1=CC(CCC1)C	637
C1C[C@@H]2[C@H](C1)[C@H]1C[C@@H]2CC1	685
CC(CCC1=CCCC1)C	643
CCC[C@H]1CCCC[C@H]1C	635
CCCC[C@@H]1CCC[C@@H]1C	642
CC1(C)CCC2CC1CC2	651
C[C@H]1CC[C@H]2C[C@]1(C)CC2	651
CC12CCCC(C2)(CC1)C	647
CC12CCCC2(C)CCC1	665
CCC[C@H]1CCC[C@H]1CC	626
CC1C2CCC(C1C)CC2	665
CCC[C@H]1CCC[C@H](C1)C	637
C1CCC2=C(C1)CC=CC2	653
C1CC=C2C(=CCCC2)C1	684
CC12CCC(CC1)(CC2)C	657
CC(CC1CCCC=C1)C	652
CC[C@H](C1CCCCC1)C	635
CCC(C1CCCC1)(C)C	690
C=C1C[C@@H]2[C@@H](C1)CCCC2	670
CC(CCC1CCC=C1)C	640
CC1CCC2(CC1CC2)C	647
CC1CC(=C(CC1C)C)C	633
CC1(C)CC=CC(C1)(C)C	604
CCCC1CC1(C)CCC	607
CC(/C=C/C(C)(C)C)(C)C	628
CC(/C=C\C(C)(C)C)(C)C	608
CC1=C(C)C(CCC1)(C)C	640
CCC(=C(C)C)C(C)(C)C	602
CCC=C1CCCC(C1)C	639
CCC1=CC=CC=CC=C1	670
CC(=C)C=C(C(C)(C)C)C	592
CC1(C)CCC(C=C1)(C)C	604
CC1CC(CC1(C)C)(C)C	619
CCC(=C)CC(CC)(C)C	608
C=CCCCC1CC=CC1	645
CCC=C1CCC(CC1)C	639
CCC(C(=C)C)(C(C)C)C	648
C[C@H]1CC[C@H](C1)C(C)(C)C	610
CC(CCC(=C)C(C)C)C	600
CC1C=C(C)CC(C1)(C)C	580
C1CCC2C(=CCC=C2)C1	695
CC1=CCCC(C1C)(C)C	641
CC(=C)c1ccccc1C	647
CCC1=CCCC(C1)(C)C	634
C1CC[C@H]2[C@H](C=C1)CCC2	685
C=CCc1ccccc1C	656
C=CCc1cccc(c1)C	669
Cc1ccc(cc1)C(=C)C	672
C=CCc1ccc(cc1)C	665
CCC1(C)CCCC(=C1)C	628
C=C/C(=C/CC=C(C)C)/C	633
CCC[C@@H]1CCCC[C@H]1C	635
CCC[C@@H]1CCC[C@H](C1)C	638
CCCC[C@@H]1CCC[C@H]1C	634
Cc1cccc(c1)C(=C)C	667
CC=Cc1ccc(cc1)C	705
C[C@@]12CCCC[C@@H]2CCC1	675
CCC1CC(C1(C)C)CC	611
CCC1CC(C(C1)(C)C)C	610
CC(C1(C)CCCCC1)C	663
CC1CCC(CC1)C(C)C	649
CCC(C(=C)C(C)(C)C)C	613
CCC(C(=C)C(C)C)(C)C	617
CC1(C)C=CC2CC1CC2	653
CC(C1CCCCC1C)C	653
CC1CCCC(C1)C(C)C	645
CC1C(C)CC=CC=C1C	664
CCC1CCC(=C1C)CC	637
C[C@H]1CCC(=CC1)C(C)C	645
CCC(=C)C(C(C)C)(C)C	632
CCC1C(C)C(C1CC)C	607
CC(C(C(C)C)C(C)C)C	615
CCC(=C)C(C(C)(C)C)C	614
CC1(C)C2CCC1(C)CC2	661
C1CCC2=C(C1)CCCC2	710
C=CC(=C)CCC=C(C)C	626
CC1C2CCC(C1(C)C)C2	639
CC1C2(C)CCC1(C)CC2	639
C[C@H]1CCC[C@@H]2[C@H]1CCC2	670
CC12CCC(C1)C(C2)(C)C	656
C=CC1(C)CCC=C(C1)C	634
C=CC1CC(C)CC(=C1)C	633
CC(C(=C)C(=C)C(C)C)C	601
CC1CC2C(C1CC2)(C)C	639
CC(=C)CCC(=C)C(C)C	617
CCC(=C(C(=C)CC)C)C	598
CC(=C(C(=C)C)C)C(=C)C	604
CC1C2CCC(C1C)(C2)C	635
CCCC1=CC=C(CC1)C	617
C/C=C(/C=C\C=C(C)C)\C	633
CC/C(=C/C=C/C(=C)C)/C	629
CC/C(=C\C=C\C(=C)C)/C	629
C[C@@H]1C[C@H]2[C@@H](C1)CCCC2	662
C[C@@H]1CC[C@H]2C[C@]1(C)CC2	651
C=CC1C(C)C(C1C=C)C	618
C1CCC2=CCCCC2C1	690
CCC(C1=CCCC1)(C)C	626
C[C@@H]1CC[C@H]2[C@@H]1CCCC2	670
CC1CCC(CC1)C(=C)C	632
CC1CCC(C=C1)C(C)C	624
CC(=C)C1CCCCC1C	632
CC(=C)C1(C)CCCCC1	660
C[C@@H]1C[C@@H](C)CC(C1)(C)C	621
CC1=CCCC(C1)C(C)C	633
CC=CC1CCC(CC1)C	653
CC=CC1CCCC(C1)C	650
CC1=C(C)C=CC=CC=C1	669
CC1=CCC(CC1)C(C)C	647
CC1=C(C)C(CC=C1)(C)C	649
CC1=CC(=CC(C1)(C)C)C	641
CC(C(=C(C)C)C(C)C)C	605
CC1CCC(=CC1)C(C)C	644
CC(=CC(=C)C(C)(C)C)C	587
CC1(C)C=CC(C=C1)(C)C	630
CC1=CC=CC(C=C1)(C)C	651
C1CCC2C(C1)C=CCC2	695
CC1=C(C)CCC(=C1C)C	671
CC(C1=CCCCC1C)C	630
C[C@@H]1C[C@H](C)CC(C1)(C)C	615
CC1=CC=CC(C1C)(C)C	642
CC1CCCC(C1)C(=C)C	632
CC(C1=C(C)CCCC1)C	643
CC(C1CCCC=C1C)C	633
CC1C=CCCC=CC1C	634
CC1=CC2CC1CC2(C)C	657
C/C=C/c1ccc(cc1)C	705
C[C@@H]1CC[C@@H](CC1)C(C)C	654
C[C@H]1CC[C@H]2[C@@H]1CCCC2	670
C[C@H]1CCC[C@H]2[C@H]1CCC2	670
CC1=C(C)C2(CC1CC2)C	617
CC12C=CC(C1)C(C2)(C)C	628
C[C@@H]1CC[C@H](C1)C(C)(C)C	610
C[C@@H]1C[C@@H]2[C@H](C1)CCCC2	662
C[C@H]1CC[C@H]2[C@H](C1)CCC2	662
CC1=CC[C@@H](CC1)C(C)C	646
C/C=C\c1ccc(cc1)C	691
C/C=C\c1ccccc1C	705
CC1=CC2C(C1CC2)(C)C	657
C/C=C\c1cccc(c1)C	705
CC(CCCC1(C)CC1)C	612
C[C@@H]1CC[C@@H]2[C@H](C1)CCC2	662
C[C@@H]1CCC[C@@H]2[C@H]1CCC2	670
CC(C1CCC(=C)CC1)C	626
CC1CCCC(=C(C)C)C1	652
CC(=C1CCCCC1C)C	633
CC(C1CCCC1(C)C)C	639
CC=C1CCC(C1)C(C)C	624
CC(C1CCC(C1C)C)C	614
C=C(C(C)(C)C)C(C)(C)C	623
CC1CCC(=C(C)C)CC1	651
CC=C1CCC(C1(C)C)C	633
CC(=C)CC1=CCCCC1	644
CCC(=C1C=CC=C1)CC	615
CC(=CC1=CCCCC1)C	653
C=C1CCCC(C1C)(C)C	635
CC1=CCCC(C1)C(=C)C	656
CC1=CC[C@@H](CC1)C(=C)C	653
CC1=CCC[C@H](C1)C(=C)C	660
CC1C=CCC(C1)C(=C)C	649
CC1=CCC(CC1)C(=C)C	661
CC1=CC[C@H](CC1)C(=C)C	660
C[C@@H]1CC(=C(C[C@@H]1C)C)C	644
CC1=CCCCC1C(=C)C	650
CC1CCCC(=C1)C(=C)C	670
C=CC=CC1=CCCCC1	656
CC([C@H]1CCCC[C@H]1C)C	624
CC1C[C@@H]2[C@@H](C1)CCCC2	662
C[C@@H]1CCC[C@H]2[C@H]1CCC2	670
CC(=C)C1CCC=CC1C	631
CC1=CC(CCC1)C(=C)C	659
C/C=C(/C=C/C=C(C)C)\C	633
C[C@@H]1CC[C@H](CC1)C(C)C	649
C[C@@H]1CCC(=CC1)C(=C)C	669
C1=CC2C(C1)C1C=CC2C1	709
CC1CCC(=CC1)C(=C)C	671
CC1CCC(C(=C)C1=C)C	632
CCC(=C)/C=C/C=C(C)C	629
C[C@H]1CC[C@@H]2[C@@H]1CCCC2	670
